Timestamp,Vote for your least favorite season!
8/17/2020 18:36:42,Season 6
8/17/2020 18:41:49,Season 12
8/17/2020 18:44:39,Season 12
8/17/2020 18:47:08,Season 5
8/17/2020 18:53:04,Season 5
8/17/2020 18:59:08,Season 5
8/17/2020 19:00:17,Season 5
8/17/2020 19:01:53,Season 12
8/17/2020 19:02:34,Season 12
8/17/2020 19:10:53,Season 5
8/17/2020 19:11:12,Season 12
8/17/2020 19:22:04,Season 12
8/17/2020 19:30:35,Season 12
8/17/2020 19:36:21,Season 12
8/17/2020 19:37:54,All Stars 2
8/17/2020 19:39:29,All Stars 2
8/17/2020 19:41:24,Season 5
8/17/2020 19:41:58,Season 6
8/17/2020 19:43:20,Season 5
8/17/2020 19:45:57,Season 6
8/17/2020 19:46:52,Season 12
8/17/2020 19:47:40,Season 12
8/17/2020 19:48:33,Season 5
8/17/2020 19:48:53,Season 12
8/17/2020 19:49:22,All Stars 2
8/17/2020 19:49:58,Season 12
8/17/2020 19:56:32,Season 12
8/17/2020 20:01:01,Season 6
8/17/2020 20:02:18,Season 6
8/17/2020 20:04:07,Season 12
8/17/2020 20:05:33,Season 6
8/17/2020 20:10:50,Season 6
8/17/2020 20:16:26,Season 12
8/17/2020 20:17:58,Season 6
8/17/2020 20:18:29,Season 12
8/17/2020 20:19:36,All Stars 2
8/17/2020 20:21:33,Season 5
8/17/2020 20:24:38,Season 5
8/17/2020 20:25:31,All Stars 2
8/17/2020 20:25:57,All Stars 2
8/17/2020 20:29:23,Season 12
8/17/2020 20:29:40,Season 6
8/17/2020 20:31:08,Season 12
8/17/2020 20:38:17,Season 6
8/17/2020 20:47:02,Season 6
8/17/2020 20:47:03,Season 5
8/17/2020 20:55:10,Season 5
8/17/2020 21:09:37,Season 12
8/17/2020 21:15:32,Season 6
8/17/2020 21:25:16,Season 12
8/17/2020 21:25:45,Season 12
8/17/2020 21:29:18,All Stars 2
8/17/2020 21:30:30,Season 6
8/17/2020 21:34:55,Season 5
8/17/2020 21:43:01,All Stars 2
8/17/2020 22:13:18,Season 12
8/17/2020 22:20:14,All Stars 2
8/17/2020 22:32:44,Season 6
8/17/2020 22:46:50,Season 12
8/17/2020 22:56:13,Season 6
8/17/2020 23:09:17,Season 12
8/17/2020 23:31:45,Season 12
8/17/2020 23:41:20,Season 6
8/17/2020 23:44:08,Season 5
8/18/2020 0:02:14,Season 6
8/18/2020 0:14:49,Season 6
8/18/2020 0:45:43,Season 12
8/18/2020 1:00:22,Season 12
8/18/2020 1:09:41,Season 5
8/18/2020 1:20:08,All Stars 2
8/18/2020 1:27:16,Season 12
8/18/2020 1:57:00,Season 5
8/18/2020 1:58:16,Season 5
8/18/2020 2:12:18,Season 5
8/18/2020 2:15:52,Season 12
8/18/2020 2:18:56,Season 5
8/18/2020 2:19:36,Season 12
8/18/2020 2:55:48,Season 12
8/18/2020 2:55:59,Season 5
8/18/2020 3:10:43,Season 5
8/18/2020 3:17:08,All Stars 2
8/18/2020 3:17:09,Season 12
8/18/2020 3:37:47,Season 12
8/18/2020 4:23:58,Season 6
8/18/2020 4:29:14,Season 12
8/18/2020 5:07:53,Season 12
8/18/2020 5:18:14,Season 12
8/18/2020 5:48:16,Season 12
8/18/2020 6:12:13,Season 5
8/18/2020 6:34:58,Season 5
8/18/2020 6:39:25,Season 12
8/18/2020 6:46:38,Season 12
8/18/2020 6:56:36,Season 6
8/18/2020 7:24:42,Season 12
8/18/2020 7:45:21,Season 5
8/18/2020 7:56:52,Season 5
8/18/2020 8:52:00,Season 5
8/18/2020 9:13:57,Season 12
8/18/2020 9:55:41,All Stars 2
8/18/2020 10:01:08,Season 5
8/18/2020 10:40:22,Season 5
8/18/2020 10:42:36,Season 5
8/18/2020 11:15:10,Season 6
8/18/2020 11:21:21,Season 5
8/18/2020 12:21:11,Season 5
8/18/2020 12:25:20,Season 12
8/18/2020 12:26:20,Season 12
8/18/2020 12:39:26,Season 6
8/18/2020 12:44:20,All Stars 2
8/18/2020 12:47:06,Season 6
8/18/2020 12:56:00,Season 12
8/18/2020 13:22:54,Season 6
8/18/2020 13:41:55,Season 5
8/18/2020 15:20:10,Season 12
8/18/2020 15:27:57,Season 12
8/18/2020 15:52:16,Season 12
8/18/2020 16:29:55,Season 5
