Timestamp,Vote for your LEAST favorite season!
8/19/2020 18:01:19,All Stars 2
8/19/2020 18:04:44,Season 5
8/19/2020 18:10:05,All Stars 2
8/19/2020 18:13:25,Season 5
8/19/2020 18:22:05,Season 5
8/19/2020 18:22:30,Season 5
8/19/2020 18:23:51,Season 5
8/19/2020 18:25:12,Season 5
8/19/2020 18:29:33,Season 5
8/19/2020 18:33:13,Season 5
8/19/2020 18:40:38,All Stars 2
8/19/2020 18:41:06,All Stars 2
8/19/2020 18:48:53,All Stars 2
8/19/2020 19:03:21,Season 5
8/19/2020 19:04:57,All Stars 2
8/19/2020 19:07:32,All Stars 2
8/19/2020 19:08:06,All Stars 2
8/19/2020 19:09:44,Season 5
8/19/2020 19:11:43,Season 5
8/19/2020 19:14:03,Season 5
8/19/2020 19:14:43,All Stars 2
8/19/2020 19:18:40,Season 5
8/19/2020 19:19:58,All Stars 2
8/19/2020 19:20:05,Season 5
8/19/2020 19:24:40,All Stars 2
8/19/2020 19:35:18,All Stars 2
8/19/2020 19:50:32,All Stars 2
8/19/2020 19:55:57,Season 5
8/19/2020 19:57:34,Season 5
8/19/2020 19:58:07,All Stars 2
8/19/2020 20:13:41,All Stars 2
8/19/2020 20:18:56,All Stars 2
8/19/2020 20:27:48,Season 5
8/19/2020 20:28:23,Season 5
8/19/2020 20:28:33,Season 5
8/19/2020 20:42:38,Season 5
8/19/2020 20:43:15,Season 5
8/19/2020 20:43:19,Season 5
8/19/2020 20:45:41,Season 5
8/19/2020 20:55:40,Season 5
8/19/2020 20:59:53,All Stars 2
8/19/2020 21:32:42,Season 5
8/19/2020 21:47:07,Season 5
8/19/2020 21:51:10,Season 5
8/19/2020 21:55:27,Season 5
8/19/2020 22:16:31,All Stars 2
8/19/2020 22:20:30,Season 5
8/19/2020 22:25:32,Season 5
8/19/2020 22:26:29,Season 5
8/19/2020 22:35:44,Season 5
8/19/2020 22:59:38,Season 5
8/19/2020 23:00:59,Season 5
8/19/2020 23:04:47,Season 5
8/19/2020 23:05:07,Season 5
8/19/2020 23:06:41,All Stars 2
8/19/2020 23:39:08,All Stars 2
8/19/2020 23:48:27,Season 5
8/19/2020 23:58:35,Season 5
8/20/2020 0:35:34,All Stars 2
8/20/2020 0:36:11,All Stars 2
8/20/2020 0:38:43,All Stars 2
8/20/2020 0:40:44,All Stars 2
8/20/2020 2:13:12,All Stars 2
8/20/2020 2:13:35,Season 5
8/20/2020 2:14:41,Season 5
8/20/2020 2:25:55,Season 5
8/20/2020 2:31:47,All Stars 2
8/20/2020 2:44:47,Season 5
8/20/2020 2:53:53,All Stars 2
8/20/2020 3:58:15,All Stars 2
8/20/2020 4:39:14,Season 5
8/20/2020 4:51:24,Season 5
8/20/2020 7:26:50,Season 5
8/20/2020 8:10:21,Season 5
8/20/2020 8:16:42,Season 5
8/20/2020 11:52:41,All Stars 2
8/20/2020 12:03:19,Season 5
8/20/2020 12:18:24,All Stars 2
8/20/2020 12:55:41,Season 5
8/20/2020 13:18:34,Season 5
8/20/2020 13:51:31,All Stars 2
8/20/2020 13:59:51,Season 5
8/20/2020 14:13:21,All Stars 2
8/20/2020 15:20:25,Season 5
8/20/2020 15:33:07,Season 5
8/20/2020 16:03:56,Season 5
8/21/2020 18:11:37,All Stars 2
8/21/2020 19:50:42,Season 5
8/21/2020 21:09:18,All Stars 2
8/21/2020 22:29:09,Season 5
8/22/2020 4:31:31,Season 5
8/22/2020 17:29:36,Season 5
8/22/2020 19:14:57,Season 5
8/23/2020 12:27:43,Season 5
8/23/2020 14:42:16,All Stars 2
